location,floor,floor_count,rooms_count,square_meter_price,price,year_of_construction,ipoteka_rate,area,discount,distance,monthly_payment
"Россия, Московская область, Мытищи городской округ, д. Пирогово, улица Ильинского, 5",5,9,3,137297,12288111,none,24.9,89.5,none,none,204803
"Россия, Московская область, Мытищи городской округ, д. Пирогово, улица Ильинского, 5",4,6,2,176058,11426213,none,24.9,64.9,none,none,190438
"Россия, Московская область, Мытищи городской округ, д. Пирогово, улица Ильинского, 5",5,6,2,178827,10693914,none,24.9,59.8,none,none,178233
"Россия, Московская область, городской округ Красногорск, рабочий посёлок Нахабино, Покровская улица, 3к2",2,3,3,104883,8999000,none,24.9,85.8,0.3,none,149984
"Россия, Московская область, Павловский Посад, улица Щорса, 6",1,5,2,90132,3398000,none,24.9,37.7,0.3,none,56633
"Россия, Московская область, Павловский Посад, улица Кузьмина, 15",1,5,2,91135,4174000,none,24.9,45.8,0.3,none,69567
"Россия, Московская область, Павловский Посад, улица Герцена, 18/а к2",9,10,3,100583,9998000,none,24.9,99.4,0.3,none,none
"Россия, Московская область, Павлово-Посадский городской округ, деревня Ново-Загарье, 2А",1,1,2,42408,3698000,none,24.9,87.2,0.3,none,61633
"Россия, Московская область, Ивантеевка, улица Новая Слобода, 4",10,17,1,152777,5500000,none,24.9,36.0,0.3,none,91667
"Россия, Московская область, Реутов, 5-й м-н, улица Ленина, 16",5,12,2,207500,8300000,none,24.9,40.0,0.3,1.08,138334
"Россия, Московская область, Пушкино, О'Пушкино м-н, Набережная улица, 35 к3",6,13,2,145015,9600000,none,24.9,66.2,0.3,none,160001
"Россия, Московская область, Королёв, Болшево м-н, улица Исаева, 7",8,17,3,180348,14500000,none,24.9,80.4,0.6,15.85,241668
"Россия, Московская область, Королёв, Костино м-н, улица Декабристов, 8",9,17,1,206521,7600000,none,24.9,36.8,0.3,15.2,126667
"Россия, Московская область, Красногорск, Изумрудные холмы, улица Игоря Мерлушкина, 10",15,24,1,190255,8200000,2014,24.9,43.1,0.3,2.97,136667
"Россия, Московская область, городской округ Красногорск, село Николо-Урюпино, улица Сергея Жадобкина, 4",5,6,2,161434,10800000,2022,24.9,66.9,0.3,none,none
